Count_,NUMBER_,LOCATION,MAP_NAME,EAST_1984,NORTH_1984,ZONE_,HOLE,DEPTH_FT,DEPTH_M,PETROLOGY,PET_DESC,ROCK_TYPE,REFERENCE,REF_DESC,ORG_NUMBER,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,H2O,CO2,chk1,chk2,Ba,Co,Cr,Cu,Li,Ga,Nb,Ni,Rb,Sr,V,Y,Zn,Zr
1106,125,NORSEMAN,NORSEMAN,386896.3,6436752,51,S49,500,152.4,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50,0.64,13.7,1.3,10.1,0.22,8.5,10.7,2.6,0.22,0.15,0.005,1.2,0,12,11,NA,64,405,110,3,NA,NA,176,6,80,100,19,96,41
241,1225,EULAMINNA,LAVERTON,380077.3,6794672,51,7,509,155.14,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,46.4,1.16,14.9,3,10.3,0.25,6.1,11.7,1.97,0.03,0.16,0.005,3.3,0.8,13,10,NA,67,136,110,NA,NA,5,100,NA,595,306,35,100,74
1509,1341,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360740.4,6515826,51,5896,522,159.1,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,43.4,0.13,2.8,0.8,8.5,0.15,42.2,1,0.06,0.17,0.01,0.005,12.4,0.2,13,10,NA,92,1522,58,NA,NA,NA,1814,59,2,55,3,156,6
125,994,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,525,160.02,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50,0.66,15.2,1.9,9.2,0.21,7.5,13.1,1.03,0.08,0.12,0.005,1.4,0,12,13,65,66,290,121,NA,13,5,142,5,99,178,24,94,44
101,1449,BOORABBIN,BOORABBIN,351404.5,6526446,51,4405,526,160.32,T,tremolitic,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.6,0.38,8,1.5,10,0.22,23.4,7.2,0.28,0.08,0.03,0.005,4.4,0.2,13,10,NA,119,2985,30,NA,NA,NA,911,2,7,127,10,137,31
1510,1342,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360740.4,6515826,51,5896,546,166.42,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,42.1,0.22,4.6,0.9,9.2,0.14,39.3,1.6,0.03,0.02,0.03,0.005,11.2,1.1,13,10,NA,127,1937,82,NA,NA,NA,1935,2,2,100,4,86,11
1563,1401,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,547,166.72,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,52.2,0.27,4.7,1.1,7.5,0.18,23.3,9.6,0.42,0.03,0.01,0.005,4.6,0.4,13,10,NA,114,2469,87,NA,NA,NA,1250,2,28,116,5,135,14
1580,1418,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,743,226.46,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,47.2,0.45,9.1,1.6,10.8,0.21,22.6,6.9,0.53,0.05,0.04,0.005,5.3,0.2,13,10,NA,109,2688,49,NA,NA,NA,809,4,20,164,11,95,22
133,1002,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD5B,745,227.07,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.62,15,2.6,8.8,0.19,7,12.2,1.99,0.11,0.14,0.005,1.6,0,12,13,60,56,300,75,NA,13,1,143,1,119,194,20,83,40
1069,88,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,750,228.6,U,uralitized,BASALT,JAH,JA Hallberg,UWA,54,0.92,15.9,1.2,6.9,0.21,4.1,12.4,2.6,0.19,0.19,0.005,1.3,0.3,13,11,NA,57,450,121,1,NA,NA,143,1,120,318,23,98,63
81,1381,BOORABBIN,BOORABBIN,357443.7,6521448,51,5850,758,231.03,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.6,0.15,3.2,0.8,8.3,0.17,37.3,2.7,0.06,0.01,0.01,0.005,7.9,0.8,13,10,NA,139,1776,18,NA,NA,NA,2118,2,25,76,3,109,2
1578,1416,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,583,177.69,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,44.8,0.45,10.1,1.8,11.9,0.25,22,7.2,0.63,0.04,0.03,0.005,5.2,0.2,13,10,NA,117,4012,20,NA,NA,NA,802,2,14,165,9,267,25
76,1294,BOORABBIN,BOORABBIN,351404.5,6526446,51,4405,600,182.88,,,BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50,1.82,13,2.5,14.1,0.27,5.7,8.4,3.48,0.15,0.19,0.005,1.9,0.1,13,10,23,65,107,82,NA,NA,NA,62,NA,83,330,49,118,163
1017,36,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,600,182.88,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.9,0.88,14.9,1,8.3,0.2,5.4,10.7,3.8,0.16,0.12,0.005,1.2,0.1,13,11,NA,59,325,130,4,NA,NA,166,9,112,302,17,141,53
1050,69,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,600,182.88,R,recrystallized,DOLERITE,JAH,JA Hallberg,UWA,51.7,0.75,14.2,0.9,9.4,0.19,7.9,9.6,2.9,0.1,0.13,0.005,1.2,0,12,11,NA,58,295,202,5,NA,NA,157,1,120,271,21,95,50
1076,95,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,600,182.88,U,uralitized,BASALT,JAH,JA Hallberg,UWA,48.8,0.91,15.3,0.9,10.8,0.22,8,8.8,3.6,0.18,0.15,0.005,1.3,0.1,13,11,NA,67,385,132,4,NA,NA,144,5,75,387,25,123,67
1466,1295,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,605,184.4,R,recrystallized,BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,51.5,0.69,14.9,2.2,8,0.15,9.2,10.5,2.4,0.28,0.04,0.005,2.1,0.1,13,11,125,59,460,37,NA,NA,NA,95,50,188,227,12,85,34
1564,1402,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,608,185.31,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.3,0.3,7.2,1.4,9.2,0.19,22.9,9,0.51,0.08,0.03,0.005,5.1,0.3,13,10,NA,121,3771,72,NA,NA,NA,1321,6,29,132,8,142,17
242,1226,EULAMINNA,LAVERTON,380077.3,6794672,51,7,610,185.92,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.1,1.1,14.4,2.2,8.7,0.21,5.7,10,3.65,0.02,0.17,0.005,3.1,0.7,13,10,27,64,124,112,NA,NA,NA,102,NA,146,299,35,87,81
129,998,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,615,187.45,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.1,0.62,14.6,2.2,8.9,0.2,7.8,12.8,1.66,0.09,0.13,0.005,1.3,0,12,13,75,63,308,74,NA,11,5,153,1,109,168,17,85,40
1594,1439,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,619,188.67,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.8,0.46,10.1,1.1,10.7,0.21,16.4,9.2,2.18,0.57,0.03,0.005,2.6,0.2,13,11,13,96,2067,10,NA,NA,NA,467,53,26,185,10,238,25
1590,1434,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,624,190.19,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.5,0.48,11.1,1.7,9.1,0.2,13.6,9.6,3.28,0.22,0.03,0.005,1.5,0.2,13,11,13,71,1187,35,NA,NA,NA,184,16,144,195,11,180,26
163,1471,CUE,CUE,602561.8,6990702,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.9,1.32,12.8,2.7,7.4,0.17,6.7,12.1,1.84,0.16,0.22,0.005,1.2,0,12,10,146,60,287,80,NA,NA,NA,100,NA,90,381,26,60,88
168,1484,CUE,CUE,590784.1,7013164,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.1,1.27,14.2,2.7,11.1,0.21,6.5,11.5,1.9,0.14,0.17,0.005,1.4,0,12,11,63,80,183,162,NA,NA,NA,140,3,110,329,19,100,79
169,1485,CUE,CUE,590501.8,7012243,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.2,1.9,14.8,2.7,9.7,0.28,4.7,10.1,2.47,0.18,0.13,0.005,2.4,0.2,13,12,162,77,183,263,NA,NA,5,114,6,125,398,30,100,125
171,1487,CUE,CUE,575124,6994129,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.5,1.87,13.2,2.9,11.7,0.21,5.4,8.7,3.19,0.16,0.09,0.005,1.1,0,12,11,87,70,128,244,NA,NA,5,121,NA,251,372,24,98,125
172,1488,CUE,CUE,559044.5,7015661,50,,-9999,-9999,F,fresh,DOLERITE,JAH,JA Hallberg,CSIR,51.1,1.29,15.2,3.3,7.7,0.16,6.9,8.9,1.94,0.71,0.3,0.005,2.3,0,12,12,621,63,268,65,NA,NA,4,147,21,145,265,20,98,95
173,1489,CUE,CUE,566112,7012426,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,53.5,0.56,14.8,2.1,6.3,0.18,8.1,9.4,1.88,0.37,0.1,0.005,2.8,0,12,12,204,60,353,70,NA,NA,2,200,13,182,168,11,58,73
174,1490,CUE,CUE,566643,7013808,50,,-9999,-9999,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,56.5,0.78,14.6,2.2,5.5,0.15,5.2,9.5,2.39,0.61,0.11,0.005,2,0,12,11,373,59,171,100,NA,NA,NA,98,25,119,217,16,60,116
175,1491,CUE,CUE,577299.8,6972391,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.5,0.93,13,2.6,8.5,0.2,8.8,10.8,1.67,0.06,0.13,0.005,2.4,0,12,11,808,86,469,73,NA,NA,NA,150,3,109,277,14,78,50
176,1492,CUE,CUE,576115.7,6971937,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.4,1.71,13.4,4,10.5,0.2,5.6,9.1,2.82,0.17,0.18,0.005,1.4,0,12,12,95,72,64,75,NA,NA,3,118,2,149,404,35,105,117
178,1539,CUE,CUE,606051.3,7009536,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,49.8,0.81,14.5,2.5,9,0.19,7.6,11.9,1.85,0.11,0.17,0.005,1.3,0,12,11,151,62,203,110,NA,NA,NA,132,4,170,323,14,62,48
189,1685,CUE,CUE,587518.5,6995586,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,52.5,0.53,12,2.5,7.2,0.16,9,11.2,1.86,0.07,0.04,0.005,2.3,0.1,13,12,50,65,854,89,NA,NA,4,143,3,189,221,13,55,53
190,1686,CUE,CUE,593754.6,6994002,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.3,0.75,15.8,3.5,8,0.15,3.9,7.5,3.83,0.29,0.08,0.005,2.2,0.3,13,11,398,60,14,73,NA,NA,NA,53,7,195,260,29,75,67
191,1687,CUE,CUE,620163.4,7018425,50,,-9999,-9999,CTS,chlorite tremolite schist,HIGH MG BASALT,JAH,JA Hallberg,CSIR,49,0.24,8.5,1.5,9.1,0.17,17.7,7.5,0.27,0.04,0.01,0.005,5,0,12,11,125,90,1308,30,NA,NA,NA,590,2,17,162,11,80,7
1565,1403,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,633,192.93,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,49.1,0.32,6.2,1.4,9.1,0.2,24.2,8.6,0.29,0.03,0.01,0.005,5.3,0.1,13,10,NA,132,2662,95,NA,NA,NA,1373,2,35,126,7,112,16
1068,87,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,650,198.12,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,49.7,1.09,14.6,1.6,10.5,0.22,7.8,11.1,2.5,0.17,0.22,0.005,1,0,12,11,NA,49,260,109,4,NA,NA,154,1,81,274,25,110,70
1018,37,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,700,213.36,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.6,0.93,15.3,1.5,9.6,0.22,6.6,11.2,3.1,0.24,0.17,0.005,1.2,0,12,11,NA,60,345,104,11,NA,NA,157,12,101,336,20,149,57
1077,96,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,700,213.36,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.7,0.85,15.2,1.3,9.3,0.21,6.1,10.1,3.7,0.19,0.15,0.005,1,0.3,13,11,NA,62,365,124,2,NA,NA,149,11,93,369,24,129,49
1108,127,NORSEMAN,NORSEMAN,386896.3,6436752,51,S49,700,213.36,R,recrystallized,BASALT,JAH,JA Hallberg,UWA,55,1.02,12.7,1.7,10.3,0.3,6.1,9.5,2.3,0.19,0.15,0.005,0.8,0,12,11,NA,55,270,19,2,NA,NA,116,1,79,101,19,122,61
1467,1296,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,709,216.1,R,recrystallized,BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,54.3,0.71,14.3,1.8,6.6,0.19,7,11.8,2.97,0.09,0.06,0.005,1.3,0.2,13,11,31,50,345,54,NA,NA,NA,89,8,157,225,14,83,39
130,999,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,715,217.93,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.6,0.66,15.3,2.3,7.6,0.18,5.8,11.5,1.51,0.1,0.12,0.005,1.4,0,12,13,65,73,305,68,NA,8,1,122,8,115,194,28,78,47
131,1000,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,715,217.93,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.7,0.67,15.6,2.6,8.4,0.19,6.2,11.5,1.87,0.1,0.13,0.005,1.3,0,12,13,60,62,305,70,NA,13,10,118,8,113,192,21,81,49
1595,1440,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,732,223.11,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.4,0.45,8.5,1.8,10.2,0.23,20,8.3,1.36,0.25,0.03,0.005,3.9,0,12,11,22,112,2755,2,NA,NA,NA,884,18,24,173,8,141,23
1589,1433,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,785,239.26,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.2,0.56,11.1,2.4,9.4,0.22,13.2,9.1,3.14,0.4,0.03,0.005,1.7,0.1,13,11,67,88,1058,19,NA,NA,NA,271,11,69,203,12,204,32
1019,38,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,800,243.84,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,52.6,0.96,14.5,1.5,9.5,0.22,7.4,11.3,2.4,0.16,0.15,0.005,1,0,12,11,NA,52,265,144,6,NA,NA,112,10,104,265,30,107,61
1078,97,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,800,243.84,U,uralitized,BASALT,JAH,JA Hallberg,UWA,47.9,1.07,16.5,1.8,11.1,0.22,7,9.4,3.8,0.22,0.15,0.005,1.4,0.1,13,11,NA,71,470,52,9,NA,NA,155,11,72,448,25,141,59
269,1867,HYDEN,HYDEN,759331.3,6436962,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.5,0.53,13.5,2.1,7.7,0.17,8.6,12.4,1.67,0.07,0.03,0.005,1.4,0,12,11,NA,80,347,21,NA,NA,3,145,3,74,263,19,62,25
271,1869,HYDEN,HYDEN,760074.1,6419988,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.3,0.67,12.4,2.4,7.8,0.2,8.8,11.4,1.86,0.08,0.04,0.005,1.3,0.1,13,11,NA,65,529,40,NA,NA,3,145,4,121,280,14,50,37
272,1870,HYDEN,HYDEN,763145.4,6419322,50,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,51.6,1.38,13.7,4.2,9.9,0.22,5.2,8,3.5,0.16,0.1,0.005,1.4,0,12,10,NA,89,94,61,NA,NA,NA,82,3,128,361,33,108,86
273,1871,HYDEN,HYDEN,763059.7,6419047,50,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,50.1,0.98,14.1,3,9.5,0.21,7,11,1.94,0.17,0.08,0.005,1.4,0.2,13,10,NA,72,175,40,NA,NA,NA,128,3,99,324,25,75,52
274,1872,HYDEN,HYDEN,757145.3,6420094,50,,-9999,-9999,R,recrystallized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,47.6,0.47,8.9,2.7,7.8,0.18,17.3,9,0.81,0.04,0.02,0.005,4.3,0,12,10,83,91,1938,42,NA,NA,NA,780,NA,39,202,20,70,20
275,1043,JACKSON,JACKSON,688987.4,6600185,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.5,0.6,14.3,1.7,7.1,0.21,7.9,12.8,2.38,0.04,0.1,0.005,1.3,0,12,11,NA,58,259,79,NA,11,NA,128,3,98,262,20,76,43
276,1044,JACKSON,JACKSON,688801.2,6600188,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,54.2,0.65,13.8,2.6,7.2,0.17,6.5,10.3,3.7,0.05,0.07,0.005,1.1,0.1,13,11,NA,36,86,59,NA,14,6,78,NA,88,289,25,78,40
277,1045,JACKSON,JACKSON,688989,6600277,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.1,0.56,13.7,2.5,8,0.18,8.8,12,1.85,0.06,0.05,0.005,1,0,12,13,60,28,218,35,NA,12,14,122,5,56,231,22,68,38
278,1046,JACKSON,JACKSON,688881,6600187,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.3,0.48,14.5,2.6,6.9,0.15,8.5,9.7,1.68,0.13,0.07,0.005,1.8,0,12,13,150,44,221,78,NA,12,11,71,1,75,219,17,70,38
279,1047,JACKSON,JACKSON,688881,6600187,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.46,14.2,2.2,7.8,0.13,10.7,10.7,1.28,0.05,0.07,0.005,1.8,0,12,12,NA,36,354,80,NA,17,12,116,8,72,272,26,91,39
280,1048,JACKSON,JACKSON,688801.2,6600188,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.5,0.51,14.2,2.8,7,0.17,8.8,11.1,1.57,0.11,0.03,0.005,1.1,0,12,12,150,42,242,78,NA,12,NA,103,2,114,250,18,74,34
281,1049,JACKSON,JACKSON,688240.9,6600105,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.46,14.8,3.1,7.5,0.19,9,9.2,1.49,0.08,0.04,0.005,1.6,0,12,10,NA,48,351,48,NA,16,NA,136,NA,99,222,18,78,30
282,1050,JACKSON,JACKSON,687974.8,6600110,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.6,0.55,14.5,2.6,7.7,0.17,8.2,9.7,1.78,0.08,0.08,0.005,1.6,0,12,10,NA,37,143,89,NA,17,NA,77,NA,150,248,17,82,45
283,1051,JACKSON,JACKSON,688054.7,6600109,50,,-9999,-9999,R,recrystallized,DOLERITE,JAH,JA Hallberg,CSIR,48.5,0.43,12.5,1.7,9,0.2,13.3,9.4,1.67,0.04,0.07,0.005,3,0.1,13,12,NA,42,883,77,NA,17,2,346,2,80,239,16,87,30
1551,1385,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,820,249.93,,,SPIN PERIDOTITE,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,47.2,0.26,4.1,1.3,8.4,0.14,32.4,5.3,0.24,0.02,0.01,0.005,6,0.3,13,10,NA,138,2048,95,NA,NA,NA,2045,4,24,101,7,128,7
1585,1423,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,853,259.99,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,44.4,0.56,10.6,1.8,12,0.21,21.9,7,0.43,0.11,0.04,0.005,5.7,1,13,10,NA,102,2440,111,NA,NA,NA,620,3,14,226,11,503,29
1552,1386,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,858,261.51,,,SPIN PERIDOTITE,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,44.9,0.28,5.7,1.3,8.6,0.18,34.1,4.2,0.2,0.01,0.01,0.005,6.3,0.2,13,10,NA,143,2224,41,NA,NA,NA,1855,2,21,99,6,83,13
1534,1366,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358740.7,6525131,51,5821,880,268.22,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.9,0.1,2.1,0.7,6.8,0.12,39.2,3.6,0.03,0.01,0.01,0.005,7.9,0.6,13,10,NA,115,1577,16,NA,NA,NA,1789,2,39,52,3,165,4
1020,39,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,900,274.32,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,52.8,0.91,16.1,0.7,7.3,0.23,6.7,11.7,2.3,0.13,0.14,0.005,0.7,0,12,11,NA,52,275,38,3,NA,NA,179,5,115,261,17,97,55
1079,98,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,900,274.32,U,uralitized,BASALT,JAH,JA Hallberg,UWA,53.4,0.85,14.8,1.1,7.4,0.19,4.6,13.2,1.7,0.11,0.17,0.005,1.1,1.2,13,11,NA,57,490,109,1,NA,NA,148,1,90,306,22,90,49
1498,1330,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360488.9,6514899,51,5897,906,276.14,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.9,0.03,1.1,0.7,6.9,0.19,40.8,2.9,0.05,0.01,0.01,0.005,9.5,1,13,10,NA,116,625,2,NA,NA,NA,785,2,20,32,5,143,3
1588,1432,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5846,993,302.66,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.1,0.64,11.5,2.4,9.5,0.19,11.4,10.4,3.48,0.14,0.06,0.005,1.8,0,12,11,40,78,964,3,NA,NA,NA,177,5,70,225,14,142,36
126,995,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,995,303.27,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.3,0.52,11.7,2.6,9.3,0.24,11.7,11,1.97,0.1,0.14,0.005,1.7,0.2,13,13,95,70,585,38,NA,16,4,367,1,82,168,20,144,39
127,996,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,995,303.27,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.8,0.66,15.4,1.6,6.6,0.16,7.3,10,3.68,0.08,0.16,0.005,1.2,0.4,13,13,125,48,310,1,NA,10,1,143,1,199,192,17,113,56
1021,40,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1000,304.8,RB,recrystallized; biotite,BASALT,JAH,JA Hallberg,UWA,49.2,0.83,15.3,1.2,9.7,0.18,8.3,9.3,3.4,0.51,0.14,0.005,1.3,0.1,13,11,NA,57,385,114,19,NA,NA,187,55,260,375,26,110,69
1080,99,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1000,304.8,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,49.4,1.06,14.3,1.9,10.8,0.18,7.6,11.4,2.1,0.05,0.1,0.005,1,0,12,11,NA,62,260,119,2,NA,NA,155,5,94,318,26,116,69
1468,1297,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,1043,317.9,R,recrystallized,BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,52.9,0.78,14.6,2.3,8.3,0.18,7.1,11.9,1.5,0.35,0.07,0.005,1.8,0.2,13,11,180,52,270,69,NA,NA,NA,53,51,124,263,17,89,45
1566,1404,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1068,325.52,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,47.2,0.38,6.1,1.4,9.2,0.19,26.5,8,0.14,0.01,0.02,0.005,5.4,0.1,13,10,NA,123,3547,57,NA,NA,NA,1348,2,21,116,7,295,22
1022,41,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1100,335.28,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.9,1.04,15.4,1.2,9.2,0.19,7.1,11.1,3.4,0.4,0.17,0.005,1,0,12,11,NA,58,355,65,10,NA,NA,154,34,103,353,25,119,65
1081,100,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1100,335.28,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.4,0.92,15.2,1.4,9.6,0.23,7.3,11,3.1,0.17,0.17,0.005,0.9,0,12,11,NA,68,395,103,1,NA,NA,150,7,96,318,28,117,55
1082,101,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1100,335.28,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.1,0.92,15.5,1.6,9.6,0.21,6.6,11.2,3.1,0.17,0.1,0.005,0.9,0,12,10,NA,68,395,103,NA,NA,NA,150,7,96,318,28,117,55
1023,42,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1200,365.76,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49,0.85,14.9,0.9,9.8,0.22,8,10.4,3.7,0.2,0.11,0.005,1.8,0.1,13,11,NA,56,405,127,10,NA,NA,180,22,89,327,22,96,51
1083,102,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1200,365.76,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.9,0.9,15.1,0.9,8,0.26,5.7,13,2.3,0.15,0.17,0.005,0.8,1.1,13,11,NA,53,395,111,2,NA,NA,140,1,106,333,20,94,57
1554,1388,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1237,377.03,,,SPIN PERIDOTITE,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,47.2,0.25,4.9,1.4,9,0.16,32,4.2,0.03,0.01,0.02,0.005,6.1,0.3,13,10,NA,122,2551,49,NA,NA,NA,1518,4,23,116,6,153,12
1567,1405,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1265,385.57,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.3,0.39,6.6,1.4,9.3,0.18,24.6,7.9,0.13,0.03,0.03,0.005,5.8,0.9,13,10,NA,121,2731,157,NA,NA,NA,1170,2,16,143,8,393,25
