ID,Country,State,Longitude,Latitude,Type,Rock,RockID,SiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,TiO2,CO2,H2O,As,Ba,Ce,Co,Cr,Cu,La,Ni,Pb,Sr,V,Y,Zn
M200914,USA,NV,-118.195,39.61306,intermediate,dacite,dacite,57.6,17.7,7.17,0.12,3,4.39,3.75,2.69,0.42,0.81,0.01,0.8,10,43,5,28,12,120,2,15,4,190,330,18,65
M200917,USA,NV,-118.12444,39.43306,felsic,rhyolite,rhyolite,68,15.3,3.4,0.11,0.32,0.89,4.63,5.32,0.15,0.52,0.01,0.36,10,43,5,28,12,120,2,15,4,190,330,18,65
M200976,USA,NA,-107.79889,37.45833,felsic,granite,granite,73.2,12.2,2.74,0.04,0.37,0.66,2.65,5.49,0.05,0.28,0.87,0.32,10,43,5,28,12,120,2,15,4,190,330,18,65
M201034,USA,NA,-111.40694,31.495,intermediate,dacite,dacite,61.3,15.5,4.19,0.11,1.64,3.79,2.71,3.46,0.26,0.56,3.02,1.36,10,740,86,13,26,9,59,19,56,400,67,14,130
M201041,USA,NA,-113.27556,33.75778,felsic,rhyolite,rhyolite,74.6,12.9,1.54,0.03,0.34,0.96,3.54,4.89,0.05,0.25,0.25,0.21,10,240,100,2,6,5,59,4,24,97,12,31,14
M201133,USA,NA,-111.45583,33.53583,felsic,rhyolite,rhyolite,72.4,12.1,1.31,0.05,0.27,1.02,3.34,4.49,0.05,0.23,0.01,2.03,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201134,USA,NA,-111.44861,33.52694,felsic,rhyolite,rhyolite,75.1,12.7,0.89,0.06,0.1,0.22,3.81,5.22,0.05,0.16,0.01,0.65,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201135,USA,NA,-111.40611,33.52556,felsic,rhyolite,rhyolite,72.5,11.8,0.83,0.05,0.1,0.94,4.16,2.69,0.05,0.16,0.01,2.95,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201136,USA,NA,-111.40917,33.52694,felsic,rhyolite,rhyolite,68.4,14.9,3.42,0.07,0.28,2.07,4.43,3.86,0.22,0.55,0.01,0.41,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201139,USA,NA,-111.25806,33.39917,intermediate,andesite,andesite,70.4,11.2,6.02,0.05,0.47,3.11,2.23,2.6,0.4,1.1,0.02,0.92,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201232,USA,NA,-109.92028,33.09389,felsic,rhyolite,rhyolite,69.3,15,2.34,0.05,0.47,1.12,4.18,5.12,0.15,0.44,0.01,0.57,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201234,USA,NA,-109.73306,33.04722,intermediate,dacite,dacite,62.5,15.8,4.19,0.07,2.68,4.17,3.9,3.53,0.27,0.62,0.07,0.91,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201237,USA,NA,-109.68222,32.99944,felsic,rhyolite,rhyolite,68.6,15.5,2.49,0.08,0.45,1.79,4.58,3.99,0.16,0.35,0.08,0.56,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201240,USA,NA,-109.74444,33.07278,mafic,basalt,basalt,50.6,15.2,8.11,0.12,5.27,7.55,3.78,2.7,0.67,1.38,1.29,1.33,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201241,USA,NA,-109.70444,33.01222,intermediate,dacite,dacite,63.7,16.1,3.8,0.04,1.98,3.53,4.05,4.12,0.33,0.56,0.06,0.77,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201272,USA,AK,-149.20917,61.47111,ultramafic,pyroxenite,pyroxenite,49.3,2.16,6.68,0.14,22.2,18.2,0.15,0.02,0.05,0.13,0.02,0.69,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201273,USA,AK,-130.85194,56.25806,mafic,basalt,basalt,46.7,17.2,13.6,0.17,6.39,8.65,3.72,1.1,0.48,2.76,0.23,0.21,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201275,USA,AK,-130.84111,56.26694,mafic,basalt,basalt,46,16.7,14,0.18,7.13,8.85,3.43,1.03,0.47,2.78,0.19,0.1,10,2300,220,40,330,67,130,190,20,1400,180,24,99
M201373,USA,NA,-115,44.5,felsic,granite,granite,69.6,14.9,2.86,0.06,0.74,2.84,3.99,3.26,0.16,0.35,0.33,0.26,10,840,72,16,82,18,38,30,39,71,62,11,30
M201390,USA,NA,-115,44.5,felsic,granite,granite,71.3,12.7,4.28,0.03,0.77,1.46,2.93,4.7,0.13,0.54,0.06,0.32,10,840,72,16,82,18,38,30,39,71,62,11,30
M201391,USA,NA,-115,44.5,felsic,granite,granite,71.5,13.6,3.79,0.04,0.78,1.65,2.46,4.75,0.09,0.55,0.02,0.35,10,840,72,16,82,18,38,30,39,71,62,11,30
M201392,USA,NA,-115,44.5,felsic,granite,granite,72.9,12.5,3.64,0.03,0.78,1.73,2.29,4.27,0.09,0.56,0.01,0.4,10,840,72,16,82,18,38,30,39,71,62,11,30
M201397,USA,NA,-115,44.5,felsic,granite,granite,71.8,15.3,1.55,0.03,0.26,1.7,5.32,2.67,0.08,0.2,0.01,0.19,10,840,72,16,82,18,38,30,39,71,62,11,30
M201400,USA,NA,-115,44.5,felsic,granite,granite,76.9,12.8,0.68,0.02,0.1,0.63,3.52,4.9,0.05,0.08,0.01,0.19,10,840,72,16,82,18,38,30,39,71,62,11,30
M201401,USA,NA,-115,44.5,felsic,granite,granite,78.3,11.5,1.09,0.03,0.1,0.31,3.01,4.44,0.05,0.14,0.09,0.38,10,840,72,16,82,18,38,30,39,71,62,11,30
M201402,USA,NA,-115,44.5,felsic,granite,granite,76.8,12.6,1,0.03,0.1,0.84,3.57,4.07,0.05,0.13,0.01,0.32,10,840,72,16,82,18,38,30,39,71,62,11,30
M201404,USA,NA,-115,44.5,felsic,granite,granite,75.8,12.2,1.53,0.03,0.16,0.96,2.83,4.63,0.05,0.16,0.56,0.55,10,840,72,16,82,18,38,30,39,71,62,11,30
M201405,USA,NA,-115,44.5,felsic,granite,granite,73.4,13.9,1.61,0.03,0.24,1.25,3.24,5.2,0.08,0.21,0.01,0.18,10,840,72,16,82,18,38,30,39,71,62,11,30
M201408,USA,ID,-115,44.5,felsic,granite,granite,76.5,12.2,1.48,0.02,0.1,0.64,3.04,5.14,0.05,0.15,0.01,0.29,10,840,72,16,82,18,38,30,39,71,62,11,30
M201412,USA,ID,-115,44.5,felsic,granite,granite,74.1,12.8,1.95,0.03,0.3,0.89,3.5,4.68,0.06,0.21,0.01,0.64,10,840,72,16,82,18,38,30,39,71,62,11,30
M201413,USA,ID,-115,44.5,felsic,granite,granite,74.6,13,1.83,0.06,0.36,1.37,3.61,3.94,0.09,0.29,0.01,0.15,10,840,72,16,82,18,38,30,39,71,62,11,30
M201415,USA,ID,-115,44.5,felsic,granite,granite,79.4,10.8,1.17,0.03,0.1,0.63,3.03,3.92,0.05,0.11,0.01,0.2,10,840,72,16,82,18,38,30,39,71,62,11,30
M201416,USA,ID,-115,44.5,felsic,granite,granite,72.6,13.8,2.35,0.07,0.54,1.66,3.83,3.93,0.13,0.38,0.01,0.15,10,840,72,16,82,18,38,30,39,71,62,11,30
M201417,USA,ID,-115,44.5,felsic,granite,granite,76.5,12.9,0.93,0.05,0.11,0.64,3.77,4.69,0.05,0.13,0.01,0.12,10,840,72,16,82,18,38,30,39,71,62,11,30
M201418,USA,ID,-115,44.5,felsic,granite,granite,72.8,13.6,2.06,0.05,0.58,1.82,3.7,3.87,0.14,0.35,0.01,0.2,10,840,72,16,82,18,38,30,39,71,62,11,30
M201573,USA,AK,-141.225,61.91667,intermediate,andesite,andesite,54.8,17.4,7.47,0.12,4.95,8.03,4.3,0.99,0.35,1.15,0.01,0.25,40,20,20,75,3600,20,8,480,20,43,110,8,43
M201574,USA,AK,-141.225,61.91667,intermediate,andesite,andesite,54.2,16.9,7.85,0.13,5.83,7.78,3.8,1.21,0.34,1.16,0.01,0.61,40,20,20,75,3600,20,8,480,20,43,110,8,43
M201575,USA,AK,-141.225,61.91667,intermediate,andesite,andesite,59.3,17.9,5.92,0.12,2.31,6.05,4.49,1.28,0.28,0.91,0.01,0.74,40,20,20,75,3600,20,8,480,20,43,110,8,43
M201712,USA,NA,-107.68111,37.65667,felsic,granite,granite,76,12.8,1.68,0.03,0.27,1.2,3.39,3.46,0.06,0.16,0.04,0.28,40,340,20,31,34,4,8,17,20,640,75,8,42
M201754,USA,WA,-120.5,48,felsic,granite,granite,74.7,13.2,1.04,0.04,0.26,1.18,3.61,4.08,0.05,0.16,0.02,0.17,40,340,20,31,34,4,8,17,20,640,75,8,42
M201755,USA,WA,-120.5,48,felsic,granite,granite,63.7,16,5.48,0.13,1.73,5.67,3.7,1.6,0.23,0.56,0.06,0.26,40,340,20,31,34,4,8,17,20,640,75,8,42
M201759,USA,WA,-120.5,48,mafic,gabbro,gabbro,54.1,13.4,13.3,0.18,3.45,6.89,3.21,1.7,0.38,2.22,0.11,0.76,40,340,20,31,34,4,8,17,20,640,75,8,42
M201773,USA,WA,-120.5,48,felsic,granite,granite,59.7,19,4.71,0.14,0.88,4.05,4.96,4.5,0.33,0.37,0.02,0.16,40,340,20,31,34,4,8,17,20,640,75,8,42
M201780,USA,WA,-120.5,48,felsic,granite,granite,75.2,13.3,0.92,0.03,0.11,0.97,3.8,4.4,0.05,0.15,0.01,0.17,40,340,20,31,34,4,8,17,20,640,75,8,42
M201844,USA,NA,-116.70139,48.09472,felsic,granite,granite,74.1,14.2,1.05,0.05,0.17,1.41,4.16,3.43,0.13,0.11,0.08,0.21,40,340,20,31,34,4,8,17,20,640,75,8,42
M201845,USA,NA,-116.71278,48.07972,felsic,granite,granite,72.9,14.5,1.34,0.04,0.24,1.35,3.62,4.59,0.14,0.17,0.07,0.24,40,340,20,31,34,4,8,17,20,640,75,8,42
M201846,USA,NA,-116.74083,48.0925,felsic,granite,granite,72.5,14.3,1.47,0.02,0.31,1.72,3.1,4.58,0.16,0.19,0.04,0.2,40,340,20,31,34,4,8,17,20,640,75,8,42
M201850,USA,NA,-116.67833,48.20833,felsic,granite,granite,62.7,17,4.58,0.07,1.68,3.72,4.11,3.41,0.48,0.6,0.04,0.29,40,340,20,31,34,4,8,17,20,640,75,8,42
M201853,USA,NA,-116.58306,48.22833,mafic,gabbro,gabbro,45.8,10.5,9.58,0.15,14,12.2,1.61,1.38,1.87,1.2,0.12,1.05,40,340,20,31,34,4,8,17,20,640,75,8,42
M201856,USA,NA,-116.81,48.13944,felsic,granite,granite,74,12.8,1.63,0.03,1.12,0.4,2.72,5.65,0.1,0.2,0.02,0.21,40,340,20,31,34,4,8,17,20,640,75,8,42
M201857,USA,NA,-116.60861,48.16972,felsic,granite,granite,70.7,14.9,2.24,0.05,0.58,2.8,2.98,3.71,0.17,0.28,0.02,0.18,40,340,20,31,34,4,8,17,20,640,75,8,42
M201862,USA,NA,-116.33,48.69389,felsic,granite,granite,67.6,16.3,2.78,0.07,0.62,4.44,3.09,2.99,0.27,0.29,0.13,0.27,40,340,20,31,34,4,8,17,20,640,75,8,42
M203217,USA,NA,-118.20778,39.58639,felsic,granite,granite,64.9,16.6,3.69,0.09,0.78,2.31,4.5,4.71,0.18,0.54,0.04,0.33,20,44,8,13,100,15,14,56,8,240,29,16,200
M203218,USA,NA,-118.21583,39.60278,felsic,rhyolite,rhyolite,70.8,14.3,2.7,0.09,0.31,0.91,4.44,4.81,0.11,0.37,0.06,0.32,20,44,8,13,100,15,14,56,8,240,29,16,200
M203219,USA,NA,-118.22306,39.61111,felsic,rhyolite,rhyolite,70.5,14.5,2.77,0.08,0.3,0.8,4.85,4.57,0.11,0.38,0.03,0.31,20,44,8,13,100,15,14,56,8,240,29,16,200
M203220,USA,NA,-118.24444,39.60778,felsic,rhyolite,rhyolite,75.4,12.7,1.65,0.05,0.25,0.26,3.81,3.63,0.07,0.24,0.09,0.78,20,44,8,13,100,15,14,56,8,240,29,16,200
M203222,USA,NA,-118.2725,39.66278,felsic,rhyolite,rhyolite,70.4,14.6,1.46,0.03,0.14,0.55,2.62,7.19,0.13,0.39,0.3,0.5,20,44,8,13,100,15,14,56,8,240,29,16,200
M203224,USA,NA,-118.26306,39.44278,felsic,rhyolite,rhyolite,75.2,12.5,1.59,0.02,0.33,0.38,2.06,4.9,0.06,0.18,0.13,1.13,20,44,8,13,100,15,14,56,8,240,29,16,200
M203225,USA,NA,-118.22917,39.56639,felsic,rhyolite,rhyolite,76.6,12.2,1.62,0.04,0.1,0.1,3.87,4.82,0.05,0.14,0.03,0.13,20,44,8,13,100,15,14,56,8,240,29,16,200
M203226,USA,NA,-118.10722,39.40111,felsic,rhyolite,rhyolite,71.9,13.7,2.15,0.06,0.26,0.81,3.42,4.78,0.06,0.27,0.55,0.67,20,44,8,13,100,15,14,56,8,240,29,16,200
M203227,USA,NA,-118.07528,39.3825,intermediate,dacite,dacite,67.1,15.7,2.94,0.03,0.47,2.26,3.86,4.57,0.14,0.41,0.82,0.68,20,44,8,13,100,15,14,56,8,240,29,16,200
W211310,USA,CA,-118.86667,37.68333,felsic,granite,granite,73,14.2,1.2,0.05,0.7,1.09,3.95,4.03,0.05,0.18,0.31,0.23,8,48,3.6,8,4,170,4,18,8,270,0.6,3.1,700
W211311,USA,CA,-119.03333,37.75,felsic,rhyolite,rhyolite,72.3,14.4,1.32,0.06,0.55,0.74,3.95,5.1,0.05,0.15,0.01,0.14,8,48,3.6,8,4,170,4,18,8,270,0.6,3.1,700
W211312,USA,CA,-118.98333,37.68333,felsic,rhyolite,rhyolite,73.5,13.4,0.66,0.05,0.59,0.73,3.35,4.43,0.03,0.16,0.01,0.42,8,48,3.6,8,4,170,4,18,8,270,0.6,3.1,700
W216021,USA,NA,-119.175,34.70972,felsic,rhyolite,rhyolite,74.64,14.56,0.35,0.02,2.89,0.89,0.08,4.57,0.03,0.03,0.01,0.99,10,45,57,3,46,5,30,4,120,2,45,28,180
W216022,USA,NA,-119.35833,34.675,felsic,rhyolite,rhyolite,93.12,1.53,0.05,0.01,0.01,0.1,0.01,0.5,0.03,2.1,0.01,1.4,10,45,57,3,46,5,30,4,120,2,45,28,180
W216023,USA,NA,-119.975,34.475,felsic,rhyolite,rhyolite,68.53,12.72,0.93,0.05,1.74,1.42,0.51,0.44,0.04,0.14,0.01,7,10,45,57,3,46,5,30,4,120,2,45,28,180
W216028,USA,NA,-115.52222,35.83361,felsic,rhyolite,rhyolite,66.5,16.09,1.59,0.03,2.17,2.69,0.08,3.8,0.11,0.25,3.7,1.9,10,45,57,3,46,5,30,4,120,2,45,28,180
W216029,USA,NA,-115.49,35.85389,felsic,rhyolite,rhyolite,69,15.87,0.1,0.63,0.24,2.69,6.13,1.67,0.35,0.14,1.8,0.77,10,45,57,3,46,5,30,4,120,2,45,28,180
W217985,USA,AK,-158.75,64.05,intermediate,dacite,dacite,65.6,14.6,3.51,0.07,1.32,2.71,3.2,3.43,0.21,0.58,0.02,1.9,10,45,57,3,46,5,30,4,120,2,45,28,180
W217986,USA,AK,-158.78333,64.01667,intermediate,dacite,dacite,54,15.8,8.56,0.16,3.27,6.56,3.67,2.03,0.47,1.35,0.08,0.73,10,45,57,3,46,5,30,4,120,2,45,28,180
W217987,USA,AK,-158.8,64.01667,intermediate,andesite,andesite,58.3,16.5,6.11,0.09,2.75,5.9,3.6,1.65,0.3,0.82,0.01,0.71,10,45,57,3,46,5,30,4,120,2,45,28,180
W217988,USA,AK,-158.86667,64,mafic,basalt,basalt,46.8,16.6,11.3,0.15,4.46,10.3,3.36,0.72,0.5,1.94,0.08,1.05,10,45,57,3,46,5,30,4,120,2,45,28,180
W217990,USA,AK,-159.21667,63.8,felsic,rhyolite,rhyolite,72.9,13,0.61,0.02,0.18,0.4,4.11,4.57,0.05,0.15,0.02,0.47,10,45,57,3,46,5,30,4,120,2,45,28,180
W217992,USA,AK,-159.23333,63.78333,intermediate,andesite,andesite,55.9,15.9,7.4,0.1,3.42,6.43,3.9,1.92,0.4,1.42,0.02,0.89,10,45,57,3,46,5,30,4,120,2,45,28,180
W217997,USA,AK,-159.8,63.36667,felsic,rhyolite,rhyolite,72.9,13.4,1.11,0.02,0.25,0.05,4.15,4.22,0.05,0.2,0.02,0.58,10,45,57,3,46,5,30,4,120,2,45,28,180
W217998,USA,AK,-159.8,63.36667,felsic,rhyolite,rhyolite,73.1,13.2,1.21,0.02,0.21,0.07,4.02,4.75,0.05,0.18,0.03,0.53,10,45,57,3,46,5,30,4,120,2,45,28,180
W218001,USA,AK,-159.88333,63.33333,felsic,rhyolite,rhyolite,73.2,13.2,1.33,0.02,0.1,0.08,4.13,4.55,0.05,0.06,0.01,0.45,10,45,57,3,46,5,30,4,120,2,45,28,180
W218002,USA,AK,-159.9,63.475,felsic,rhyolite,rhyolite,78.1,10.8,0.44,0.02,0.11,0.55,3.16,4.14,0.05,0.18,0.01,0.42,10,45,57,3,46,5,30,4,120,2,45,28,180
W218006,USA,AK,-160.23333,63.29167,intermediate,andesite,andesite,54.8,17.4,5.6,0.07,1.44,4.86,3.96,5.15,0.16,0.53,2.3,0.97,10,45,57,3,46,5,30,4,120,2,45,28,180
W218009,USA,AK,-157.63333,64.91667,intermediate,dacite,dacite,70.1,12.7,5.27,0.11,1.16,1.1,6.14,0.2,0.11,0.46,0.03,0.78,10,45,57,3,46,5,30,4,120,2,45,28,180
W218010,USA,AK,-150.96667,65.43333,intermediate,andesite,andesite,68.4,15.2,2.83,0.04,0.67,2.78,4.17,3.65,0.14,0.5,0.02,0.6,10,45,57,3,46,5,30,4,120,2,45,28,180
W218011,USA,AK,-150.96667,65.43333,felsic,rhyolite,rhyolite,71.8,13.8,2.95,0.03,0.52,2.92,3.72,3.36,0.17,0.42,0.02,0.36,10,45,57,3,46,5,30,4,120,2,45,28,180
W218012,USA,AK,-150.91667,65.38333,intermediate,dacite,dacite,64.5,16.1,4.27,0.03,1.98,4.7,4.33,2.61,0.28,0.58,0.01,0.81,10,45,57,3,46,5,30,4,120,2,45,28,180
W218013,USA,AK,-150.91667,65.38333,intermediate,dacite,dacite,62.7,15.8,4.29,0.05,2.23,4.9,4.04,3.31,0.28,0.56,0.02,1.27,10,45,57,3,46,5,30,4,120,2,45,28,180
W218015,USA,AK,-150.9,65.39167,intermediate,andesite,andesite,66.1,15.8,3.78,0.03,1.5,4.34,3.94,2.73,0.21,0.5,0.01,0.65,10,45,57,3,46,5,30,4,120,2,45,28,180
W218016,USA,AK,-150.88333,65.4,intermediate,dacite,dacite,69.1,15.2,3.37,0.04,1.21,3.62,3.93,3.04,0.21,0.45,0.02,0.57,10,45,57,3,46,5,30,4,120,2,45,28,180
W218017,USA,AK,-150.88333,65.44167,felsic,rhyolite,rhyolite,63.5,16.5,4.22,0.03,2.09,4.49,4.03,2.57,0.23,0.57,0.01,0.66,10,45,57,3,46,5,30,4,120,2,45,28,180
W218018,USA,AK,-150.88333,65.44167,felsic,rhyolite,rhyolite,63.7,15.8,4.27,0.04,1.76,4.28,3.98,3.18,0.43,0.63,0.01,0.77,10,45,57,3,46,5,30,4,120,2,45,28,180
W218019,USA,AK,-150.88333,65.44167,felsic,rhyolite,rhyolite,64.1,16.7,4.31,0.06,1.92,4.41,4.08,2.58,0.23,0.57,0.01,0.65,10,45,57,3,46,5,30,4,120,2,45,28,180
W218020,USA,AK,-150.88333,65.44167,felsic,rhyolite,rhyolite,64.7,15.9,4.1,0.05,1.73,4.04,4.01,3.36,0.43,0.63,0.01,0.75,10,45,57,3,46,5,30,4,120,2,45,28,180
W218021,USA,AK,-150.88333,65.44167,felsic,rhyolite,rhyolite,65.7,15.6,4.08,0.07,1.59,4.03,4.18,3.41,0.39,0.58,0.01,0.55,10,45,57,3,46,5,30,4,120,2,45,28,180
W218023,USA,AK,-150.88333,65.40833,intermediate,andesite,andesite,60.9,17.4,5.34,0.11,2.53,5.03,3.94,2.17,0.25,0.8,0.01,0.39,10,45,57,3,46,5,30,4,120,2,45,28,180
W218024,USA,AK,-150.86667,65.40833,felsic,rhyolite,rhyolite,65.8,15.8,3.86,0.05,1.84,4.48,3.51,3.11,0.22,0.5,0.02,0.87,10,45,57,3,46,5,30,4,120,2,45,28,180
W218025,USA,AK,-150.85,65.41667,intermediate,dacite,dacite,65.9,15.9,3.59,0.04,1.48,3.85,3.86,3.17,0.21,0.48,0.01,1.01,10,45,57,3,46,5,30,4,120,2,45,28,180
W218026,USA,AK,-150.85,65.41667,intermediate,andesite,andesite,67.9,16.3,3.29,0.03,0.5,3.75,4.15,2.97,0.22,0.5,0.01,0.94,10,45,57,3,46,5,30,4,120,2,45,28,180
W219514,USA,AK,-151.2,66.04167,felsic,granite,granite,71,14,2.36,0.03,0.46,1.54,2.63,5.84,0.1,0.34,0.06,0.39,10,45,57,3,46,5,30,4,120,2,45,28,180
W219515,USA,AK,-151.35,66.01667,felsic,granite,granite,74.3,12.7,1.83,0.02,0.31,1.23,2.18,5.68,0.06,0.21,0.01,0.38,10,45,57,3,46,5,30,4,120,2,45,28,180
W219516,USA,AK,-151.2,66.11667,felsic,granite,granite,74.1,12.9,1.69,0.03,0.32,1.03,2.76,5.3,0.06,0.21,0.02,0.41,10,45,57,3,46,5,30,4,120,2,45,28,180
W219517,USA,AK,-151.16667,66.01667,felsic,granite,granite,70.6,13.8,2.85,0.03,0.66,1.83,2.58,5.33,0.13,0.43,0.02,0.38,10,45,57,3,46,5,30,4,120,2,45,28,180
W219518,USA,AK,-151.05,66.09167,felsic,granite,granite,71,14,2.39,0.03,0.54,1.67,2.55,5.74,0.1,0.33,0.02,0.46,10,45,57,3,46,5,30,4,120,2,45,28,180
W219519,USA,AK,-150.93333,66.075,felsic,granite,granite,74,13,1.72,0.03,0.29,1.21,2.76,5.12,0.06,0.18,0.02,0.32,10,45,57,3,46,5,30,4,120,2,45,28,180
W219520,USA,AK,-150.86667,66.025,felsic,granite,granite,75.5,12.5,1.51,0.03,0.22,0.88,3,4.81,0.05,0.14,0.01,0.38,10,45,57,3,46,5,30,4,120,2,45,28,180
W219521,USA,AK,-150.95,65.875,felsic,granite,granite,72.8,13.6,2.3,0.04,0.34,1.08,2.81,5.19,0.11,0.26,0.01,0.47,10,45,57,3,46,5,30,4,120,2,45,28,180
W219522,USA,AK,-151.08333,65.975,felsic,granite,granite,72.4,13.2,2.28,0.03,0.43,1.41,2.68,5.27,0.09,0.29,0.02,0.39,10,45,57,3,46,5,30,4,120,2,45,28,180
W219523,USA,AK,-151.18333,66.06667,felsic,granite,granite,74.2,12.6,1.78,0.03,0.27,1.01,2.7,5.14,0.06,0.18,0.01,0.4,10,45,57,3,46,5,30,4,120,2,45,28,180
W219524,USA,AK,-151.26667,66.125,felsic,granite,granite,72.8,13.3,2.1,0.04,0.44,1.3,2.66,5.26,0.1,0.3,0.01,0.38,10,45,57,3,46,5,30,4,120,2,45,28,180
W219525,USA,AK,-153.83333,66.03333,felsic,granite,granite,66.8,15.5,3.05,0.04,1.77,3.53,3.75,3.28,0.19,0.43,0.01,0.37,10,45,57,3,46,5,30,4,120,2,45,28,180
W219526,USA,AK,-153.93333,66.01667,felsic,granite,granite,69.3,14.7,2.31,0.04,1.24,2.76,3.44,3.75,0.13,0.33,0.02,0.42,10,45,57,3,46,5,30,4,120,2,45,28,180
W219527,USA,AK,-154.03333,65.975,felsic,granite,granite,66.8,15.4,3.25,0.04,1.84,3.62,3.8,3.24,0.19,0.44,0.04,0.37,10,45,57,3,46,5,30,4,120,2,45,28,180
W219528,USA,AK,-154.06667,66.00833,felsic,granite,granite,64.9,15.6,3.77,0.06,2.14,4.05,3.54,3.13,0.21,0.49,0.02,0.49,10,45,57,3,46,5,30,4,120,2,45,28,180
W219529,USA,AK,-153.85,66.1,felsic,granite,granite,65.2,17,3.2,0.05,1.55,4.43,4.03,1.95,0.18,0.38,0.01,0.44,10,45,57,3,46,5,30,4,120,2,45,28,180
W219530,USA,AK,-153.91667,66.1,felsic,granite,granite,66.7,16.1,3.07,0.05,1.54,3.98,3.9,2.22,0.2,0.35,0.03,0.49,10,45,57,3,46,5,30,4,120,2,45,28,180
W219536,USA,AK,-150.55,66.35,felsic,granite,granite,68.7,14.8,2.6,0.03,0.73,1.89,3,5.81,0.14,0.4,0.02,0.48,10,45,57,3,46,5,30,4,120,2,45,28,180
W219537,USA,AK,-150.33333,66.35833,felsic,granite,granite,68.4,15.2,2.98,0.06,0.87,2.04,3.35,4.77,0.19,0.38,0.02,0.44,10,45,57,3,46,5,30,4,120,2,45,28,180
W219538,USA,AK,-150.21667,66.40833,felsic,granite,granite,65,15.8,3.75,0.05,1.57,3.13,3.03,4.94,0.28,0.53,0.01,0.55,10,45,57,3,46,5,30,4,120,2,45,28,180
W219539,USA,AK,-150.1,66.48333,felsic,granite,granite,70.5,14.4,2.41,0.04,0.72,2.06,3.05,4.47,0.15,0.35,0.21,0.55,10,45,57,3,46,5,30,4,120,2,45,28,180
W219540,USA,AK,-150.23333,66.56667,felsic,granite,granite,69.2,14.9,3.31,0.03,0.72,2.13,3.16,4.46,0.14,0.48,0.01,0.5,10,45,57,3,46,5,30,4,120,2,45,28,180
W219541,USA,AK,-150.05,66.58333,felsic,granite,granite,73.3,13.5,1.62,0.03,0.47,1.57,3.16,4.43,0.06,0.2,0.01,0.39,10,45,57,3,46,5,30,4,120,2,45,28,180
W219542,USA,AK,-150.36667,66.475,felsic,granite,granite,71.2,14.5,2.2,0.05,0.57,1.69,3.37,4.48,0.12,0.27,0.04,0.55,10,45,57,3,46,5,30,4,120,2,45,28,180
W219548,USA,AK,-151.93333,65.85,felsic,granite,granite,69.2,14.1,3.6,0.05,0.91,2.33,2.64,4.76,0.2,0.73,0.01,0.48,10,45,57,3,46,5,30,4,120,2,45,28,180
W219549,USA,AK,-152.13333,65.8,felsic,granite,granite,66.7,16.9,2.01,0.02,0.52,1.87,2.98,6.77,0.1,0.31,0.01,0.44,10,45,57,3,46,5,30,4,120,2,45,28,180
W219550,USA,AK,-151.8,65.78333,felsic,granite,granite,73.2,14.1,1.44,0.04,0.43,0.94,3.12,4.85,0.14,0.17,0.01,0.46,10,45,57,3,46,5,30,4,120,2,45,28,180
W219551,USA,AK,-151.85,65.69167,felsic,granite,granite,71.8,13.9,2.03,0.03,0.55,1.33,2.74,5.32,0.15,0.27,0.01,0.44,10,45,57,3,46,5,30,4,120,2,45,28,180
W219552,USA,AK,-151.63333,65.76667,felsic,granite,granite,71.1,14.5,2.17,0.03,0.47,1.19,2.88,5.54,0.17,0.31,0.01,0.49,10,45,57,3,46,5,30,4,120,2,45,28,180
W219553,USA,AK,-151.66667,65.85,felsic,granite,granite,70.3,14,3.1,0.05,0.93,2.35,2.91,4.19,0.2,0.45,0.02,0.6,10,45,57,3,46,5,30,4,120,2,45,28,180
W221823,USA,VT,-71.80083,44.85389,felsic,granite,granite,73.5,15.4,1.34,0.04,0.27,1.4,3.88,4.15,0.05,0.22,0.03,0.4,400,747,98,135,74,117,33,54,53,275,114,21,117
W221839,USA,VT,-72.1575,44.77528,felsic,granite,granite,58.4,19.2,5.63,0.06,3.18,5.34,3.94,2.58,0.25,1.1,0.02,0.53,400,747,98,135,74,117,33,54,53,275,114,21,117
W221840,USA,VT,-72.12861,44.77056,felsic,granite,granite,75.1,14.5,1.58,0.06,0.33,1.65,3.91,3.31,0.05,0.24,0.03,0.29,400,747,98,135,74,117,33,54,53,275,114,21,117
W221841,USA,VT,-72.14694,44.76389,felsic,granite,granite,74.5,14.7,1.78,0.05,0.37,1.32,3.68,4.11,0.05,0.25,0.03,0.4,400,747,98,135,74,117,33,54,53,275,114,21,117
